dates,number,temperature,humidity
2023-09-03 09:13:50,179,26,82
2023-09-03 09:15:05,180,26,82
2023-09-03 09:16:20,181,26,82
2023-09-03 09:17:36,182,26,82
2023-09-03 09:18:51,183,26,82
2023-09-03 09:20:07,184,26,82
2023-09-03 09:21:23,185,26,82
2023-09-03 09:22:39,186,26,82
2023-09-03 09:23:55,187,27,82
2023-09-03 09:25:11,188,27,83
2023-09-03 09:26:26,189,27,83
2023-09-03 09:27:43,190,24,83
2023-09-03 09:28:58,191,25,83
2023-09-03 09:30:14,192,25,83
2023-09-03 09:31:31,193,25,83
2023-09-03 09:32:46,194,25,83
2023-09-03 09:34:02,195,25,83
2023-09-03 09:35:17,196,25,83
2023-09-03 09:36:33,197,25,83
2023-09-03 09:37:48,198,25,83
2023-09-03 09:39:05,199,25,83
2023-09-03 09:40:20,200,25,83
2023-09-03 09:41:36,201,25,83
2023-09-03 09:42:52,202,25,83
2023-09-03 09:44:08,203,25,83
2023-09-03 09:45:24,204,25,83
2023-09-03 09:46:39,205,25,83
2023-09-03 09:47:56,206,25,83
2023-09-03 09:49:13,207,25,83
2023-09-03 09:50:29,208,25,83
2023-09-03 09:51:44,209,25,83
2023-09-03 09:53:00,210,25,83
2023-09-03 09:54:15,211,25,83
2023-09-03 09:55:32,212,25,83
2023-09-03 09:56:48,213,25,83
2023-09-03 09:58:04,214,25,83
2023-09-03 09:59:19,215,25,83
2023-09-03 10:00:35,216,26,83
2023-09-03 10:01:50,217,26,83
2023-09-03 10:03:06,218,26,83
2023-09-03 10:04:21,219,26,83
2023-09-03 10:05:37,220,26,83
2023-09-03 10:06:53,221,26,83
2023-09-03 10:08:09,222,26,83
2023-09-03 10:09:24,223,26,83
2023-09-03 10:10:40,224,26,83
2023-09-03 10:11:56,225,26,83
2023-09-03 10:13:13,226,26,83
2023-09-03 10:14:32,227,26,83
2023-09-03 10:15:52,228,26,83
2023-09-03 10:17:09,229,26,83
2023-09-03 10:18:28,230,26,83
2023-09-03 10:19:43,231,26,83
2023-09-03 10:20:59,232,26,83
2023-09-03 10:22:16,233,26,83
2023-09-03 10:19:44,234,26,83
2023-09-03 10:21:00,235,26,83
2023-09-03 10:22:17,236,26,83
2023-09-03 10:23:17,237,26,83
2023-09-03 10:24:17,238,26,83
2023-09-03 10:25:17,239,26,84
2023-09-03 10:26:17,240,26,84
2023-09-04 07:44:22,241,24,79
2023-09-04 07:45:30,242,24,79
2023-09-04 07:46:48,243,24,79
2023-09-04 07:49:37,244,24,79
2023-09-04 07:51:04,245,24,79
2023-09-04 07:52:32,246,25,80
2023-09-04 07:53:51,247,25,80
2023-09-04 07:55:09,248,25,80
2023-09-04 07:56:39,249,25,80
2023-09-04 07:58:10,250,25,80
2023-09-04 07:59:30,251,25,80
2023-09-04 08:00:50,252,25,80
2023-09-04 08:02:08,253,25,80
2023-09-04 08:03:27,254,25,80
2023-09-04 08:04:48,255,25,80
2023-09-04 08:06:10,256,25,80
2023-09-04 08:07:29,257,25,80
2023-09-04 08:08:46,258,25,80
2023-09-04 08:10:02,259,25,80
2023-09-04 08:11:18,260,25,80
2023-09-04 08:12:34,261,25,80
2023-09-04 08:13:50,262,25,80
2023-09-04 08:15:09,263,25,80
2023-09-04 08:16:25,264,25,80
2023-09-04 08:17:41,265,25,80
2023-09-04 08:19:14,266,25,80
2023-09-04 08:22:10,267,25,80
2023-09-04 08:23:19,268,25,80
2023-09-04 08:24:50,269,26,80
2023-09-04 08:26:08,270,26,80
2023-09-04 08:27:29,271,26,80
2023-09-04 08:28:45,272,26,80
2023-09-04 08:30:02,273,26,80
2023-09-04 08:31:19,274,25,80
2023-09-04 08:32:38,275,26,81
2023-09-04 08:34:03,276,26,81
2023-09-04 08:35:29,277,26,81
2023-09-04 08:37:02,278,26,81
2023-09-04 08:38:32,279,26,81
2023-09-04 08:39:52,280,26,81
2023-09-04 08:41:12,281,26,81
2023-09-04 08:43:54,282,26,81
2023-09-04 08:45:13,283,26,82
2023-09-04 08:46:32,284,26,81
2023-09-04 08:49:14,285,26,81
2023-09-04 08:50:31,286,26,81
2023-09-04 08:51:50,287,26,82
2023-09-04 08:53:07,288,26,82
2023-09-04 08:54:26,289,26,82
2023-09-04 08:55:45,290,26,82
2023-09-04 09:00:22,291,26,82
2023-09-04 09:01:54,292,26,82
2023-09-04 09:03:14,293,26,82
2023-09-04 09:04:31,294,26,82
2023-09-04 09:05:54,295,26,82
2023-09-04 09:07:11,296,26,82
2023-09-04 09:10:04,297,26,82
2023-09-04 09:11:22,298,26,82
2023-09-04 09:13:50,299,26,82
2023-09-04 09:15:05,300,26,82
2023-09-04 09:16:20,301,26,82
2023-09-04 09:17:36,302,26,82
2023-09-04 09:18:51,303,26,82
2023-09-04 09:20:07,304,26,82
2023-09-04 09:21:23,305,26,82
2023-09-04 09:22:39,306,26,82
2023-09-04 09:23:55,307,26,82
2023-09-04 09:25:11,308,26,83
2023-09-04 09:26:26,309,27,83
2023-09-04 09:27:43,310,27,83
2023-09-04 09:28:58,311,27,83
2023-09-04 09:30:14,312,24,83
2023-09-04 09:31:31,313,25,83
2023-09-04 09:32:46,314,25,83
2023-09-04 09:34:02,315,25,83
2023-09-04 09:35:17,316,25,83
2023-09-04 09:36:33,317,25,83
2023-09-04 09:37:48,318,25,83
2023-09-04 09:39:05,319,25,83
2023-09-04 09:40:20,320,25,83
2023-09-04 09:41:36,321,25,83
2023-09-04 09:42:52,322,25,83
2023-09-04 09:44:08,323,25,83
2023-09-04 09:45:24,324,25,83
2023-09-04 09:46:39,325,25,83
2023-09-04 09:47:56,326,25,83
2023-09-04 09:49:13,327,25,83
2023-09-04 09:50:29,328,25,83
2023-09-04 09:51:44,329,25,83
2023-09-04 09:53:00,330,25,83
2023-09-04 09:54:15,331,25,83
2023-09-04 09:55:32,332,25,83
2023-09-04 09:56:48,333,25,83
2023-09-04 09:58:04,334,25,83
2023-09-04 09:59:19,335,25,83
2023-09-04 10:00:35,336,25,83
2023-09-04 10:01:50,337,25,83
2023-09-04 10:03:06,338,26,83
2023-09-04 10:04:21,339,26,83
2023-09-04 10:05:37,340,26,83
2023-09-04 10:06:53,341,26,83
2023-09-04 10:08:09,342,26,83
2023-09-04 10:09:24,343,26,83
2023-09-04 10:10:40,344,26,83
2023-09-04 10:11:56,345,26,83
2023-09-04 10:13:13,346,26,83
2023-09-04 10:14:32,347,26,83
2023-09-04 10:15:52,348,26,83
2023-09-04 10:17:09,349,26,83
2023-09-04 10:18:28,350,26,83
2023-09-04 10:19:43,351,26,83
2023-09-04 10:20:59,352,26,83
2023-09-04 10:22:16,353,26,83
2023-09-04 10:19:44,354,26,83
2023-09-04 10:21:00,355,26,83
2023-09-04 10:22:17,356,26,83
2023-09-04 10:23:17,357,26,83
2023-09-04 10:24:17,358,26,83
2023-09-04 10:25:17,359,26,84
2023-09-04 10:26:17,360,26,84
2023-09-05 07:44:22,361,24,79
2023-09-05 07:45:30,362,24,79
2023-09-05 07:46:48,363,24,79
2023-09-05 07:49:37,364,24,79
2023-09-05 07:51:04,365,24,79
2023-09-05 07:52:32,366,25,80
2023-09-05 07:53:51,367,25,80
2023-09-05 07:55:09,368,25,80
2023-09-05 07:56:39,369,25,80
2023-09-05 07:58:10,370,25,80
2023-09-05 07:59:30,371,25,80
2023-09-05 08:00:50,372,25,80
2023-09-05 08:02:08,373,25,80
2023-09-05 08:03:27,374,25,80
2023-09-05 08:04:48,375,25,80
2023-09-05 08:06:10,376,25,80
2023-09-05 08:07:29,377,25,80
2023-09-05 08:08:46,378,25,80
2023-09-05 08:10:02,379,25,80
2023-09-05 08:11:18,380,25,80
2023-09-05 08:12:34,381,25,80
2023-09-05 08:13:50,382,25,80
2023-09-05 08:15:09,383,25,80
2023-09-05 08:16:25,384,25,80
2023-09-05 08:17:41,385,25,80
2023-09-05 08:19:14,386,25,80
2023-09-05 08:22:10,387,25,80
2023-09-05 08:23:19,388,25,80
2023-09-05 08:24:50,389,26,80
2023-09-05 08:26:08,390,26,80
2023-09-05 08:27:29,391,26,80
2023-09-05 08:28:45,392,26,80
2023-09-05 08:30:02,393,26,80
2023-09-05 08:31:19,394,25,80
2023-09-05 08:32:38,395,26,81
2023-09-05 08:34:03,396,26,81
2023-09-05 08:35:29,397,26,81
2023-09-05 08:37:02,398,26,81
2023-09-05 08:38:32,399,26,81
2023-09-05 08:39:52,400,26,81
2023-09-05 08:41:12,401,26,81
2023-09-05 08:43:54,402,26,81
2023-09-05 08:45:13,403,26,82
2023-09-05 08:46:32,404,26,81
2023-09-05 08:49:14,405,26,81
2023-09-05 08:50:31,406,26,81
2023-09-05 08:51:50,407,26,82
2023-09-05 08:53:07,408,26,82
2023-09-05 08:54:26,409,26,82
2023-09-05 08:55:45,410,26,82
2023-09-05 09:00:22,411,26,82
2023-09-05 09:01:54,412,26,82
2023-09-05 09:03:14,413,26,82
2023-09-05 09:04:31,414,26,82
2023-09-05 09:05:54,415,26,82
2023-09-05 09:07:11,416,26,82
2023-09-05 09:10:04,417,26,82
2023-09-05 09:11:22,418,26,82
2023-09-05 09:13:50,419,26,82
2023-09-05 09:15:05,420,26,82
2023-09-05 09:16:20,421,26,82
2023-09-05 09:17:36,422,26,82
2023-09-05 09:18:51,423,26,82
2023-09-05 09:20:07,424,26,82
2023-09-05 09:21:23,425,26,82
2023-09-05 09:22:39,426,26,82
2023-09-05 09:23:55,427,26,82
2023-09-05 09:25:11,428,26,83
2023-09-05 09:26:26,429,27,83
2023-09-05 09:27:43,430,27,83
2023-09-05 09:28:58,431,27,83
2023-09-05 09:30:14,432,24,83
2023-09-05 09:31:31,433,25,83
2023-09-05 09:32:46,434,25,83
2023-09-05 09:34:02,435,25,83
2023-09-05 09:35:17,436,25,83
2023-09-05 09:36:33,437,25,83
2023-09-05 09:37:48,438,25,83
2023-09-05 09:39:05,439,25,83
2023-09-05 09:40:20,440,25,83
2023-09-05 09:41:36,441,25,83
2023-09-05 09:42:52,442,25,83
2023-09-05 09:44:08,443,25,83
2023-09-05 09:45:24,444,25,83
2023-09-05 09:46:39,445,25,83
2023-09-05 09:47:56,446,25,83
2023-09-05 09:49:13,447,25,83
2023-09-05 09:50:29,448,25,83
2023-09-05 09:51:44,449,25,83
2023-09-05 09:53:00,450,25,83
2023-09-05 09:54:15,451,25,83
2023-09-05 09:55:32,452,25,83
2023-09-05 09:56:48,453,25,83
2023-09-05 09:58:04,454,25,83
2023-09-05 09:59:19,455,25,83
2023-09-05 10:00:35,456,25,83
2023-09-05 10:01:50,457,25,83
2023-09-05 10:03:06,458,26,83
2023-09-05 10:04:21,459,26,83
2023-09-05 10:05:37,460,26,83
2023-09-05 10:06:53,461,26,83
2023-09-05 10:08:09,462,26,83
2023-09-05 10:09:24,463,26,83
2023-09-05 10:10:40,464,26,83
2023-09-05 10:11:56,465,26,83
2023-09-05 10:13:13,466,26,83
2023-09-05 10:14:32,467,26,83
2023-09-05 10:15:52,468,26,83
2023-09-05 10:17:09,469,26,83
2023-09-05 10:18:28,470,26,83
2023-09-05 10:19:43,471,26,83
2023-09-05 10:20:59,472,26,83
2023-09-05 10:22:16,473,26,83
2023-09-05 10:19:44,474,26,83
2023-09-05 10:21:00,475,26,83
2023-09-05 10:22:17,476,26,83
2023-09-05 10:23:17,477,26,83
2023-09-05 10:24:17,478,26,83
2023-09-05 10:25:17,479,26,84
2023-09-05 10:26:17,480,26,84
2023-09-06 07:44:22,481,24,79
2023-09-06 07:45:30,482,24,79
2023-09-06 07:46:48,483,24,79
2023-09-06 07:49:37,484,24,79
2023-09-06 07:51:04,485,24,79
2023-09-06 07:52:32,486,25,80
2023-09-06 07:53:51,487,25,80
2023-09-06 07:55:09,488,25,80
2023-09-06 07:56:39,489,25,80
2023-09-06 07:58:10,490,25,80
2023-09-06 07:59:30,491,25,80
2023-09-06 08:00:50,492,25,80
2023-09-06 08:02:08,493,25,80
2023-09-06 08:03:27,494,25,80
2023-09-06 08:04:48,495,25,80
2023-09-06 08:06:10,496,25,80
2023-09-06 08:07:29,497,25,80
2023-09-06 08:08:46,498,25,80
2023-09-06 08:10:02,499,25,80
2023-09-06 08:11:18,500,25,80
2023-09-06 08:12:34,501,25,80
2023-09-06 08:13:50,502,25,80
2023-09-06 08:15:09,503,25,80
2023-09-06 08:16:25,504,25,80
2023-09-06 08:17:41,505,25,80
2023-09-06 08:19:14,506,25,80
2023-09-06 08:22:10,507,25,80
2023-09-06 08:23:19,508,25,80
2023-09-06 08:24:50,509,26,80
2023-09-06 08:26:08,510,26,80
2023-09-06 08:27:29,511,26,80
2023-09-06 08:28:45,512,26,80
2023-09-06 08:30:02,513,26,80
2023-09-06 08:31:19,514,25,80
2023-09-06 08:32:38,515,26,81
2023-09-06 08:34:03,516,26,81
2023-09-06 08:35:29,517,26,81
2023-09-06 08:37:02,518,26,81
2023-09-06 08:38:32,519,26,81
2023-09-06 08:39:52,520,26,81
2023-09-06 08:41:12,521,26,81
2023-09-06 08:43:54,522,26,81
2023-09-06 08:45:13,523,26,82
2023-09-06 08:46:32,524,26,81
2023-09-06 08:49:14,525,26,81
2023-09-06 08:50:31,526,26,81
2023-09-06 08:51:50,527,26,82
2023-09-06 08:53:07,528,26,82
2023-09-06 08:54:26,529,26,82
2023-09-06 08:55:45,530,26,82
2023-09-06 09:00:22,531,26,82
2023-09-06 09:01:54,532,26,82
2023-09-06 09:03:14,533,26,82
2023-09-06 09:04:31,534,26,82
2023-09-06 09:05:54,535,26,82
2023-09-06 09:07:11,536,26,82
2023-09-06 09:10:04,537,26,82
2023-09-06 09:11:22,538,26,82
2023-09-06 09:13:50,539,26,82
2023-09-06 09:15:05,540,26,82
2023-09-06 09:16:20,541,26,82
2023-09-06 09:17:36,542,26,82
2023-09-06 09:18:51,543,26,82
2023-09-06 09:20:07,544,26,82
2023-09-06 09:21:23,545,26,82
2023-09-06 09:22:39,546,26,82
2023-09-06 09:23:55,547,26,82
2023-09-06 09:25:11,548,26,83
2023-09-06 09:26:26,549,27,83
2023-09-06 09:27:43,550,27,83
2023-09-06 09:28:58,551,27,83
2023-09-06 09:30:14,552,24,83
2023-09-06 09:31:31,553,25,83
2023-09-06 09:32:46,554,25,83
2023-09-06 09:34:02,555,25,83
2023-09-06 09:35:17,556,25,83
2023-09-06 09:36:33,557,25,83
2023-09-06 09:37:48,558,25,83
2023-09-06 09:39:05,559,25,83
2023-09-06 09:40:20,560,25,83
2023-09-06 09:41:36,561,25,83
2023-09-06 09:42:52,562,25,83
2023-09-06 09:44:08,563,25,83
2023-09-06 09:45:24,564,25,83
2023-09-06 09:46:39,565,25,83
2023-09-06 09:47:56,566,25,83
2023-09-06 09:49:13,567,25,83
2023-09-06 09:50:29,568,25,83
2023-09-06 09:51:44,569,25,83
2023-09-06 09:53:00,570,25,83
2023-09-06 09:54:15,571,25,83
2023-09-06 09:55:32,572,25,83
2023-09-06 09:56:48,573,25,83
2023-09-06 09:58:04,574,25,83
2023-09-06 09:59:19,575,25,83
2023-09-06 10:00:35,576,25,83
2023-09-06 10:01:50,577,25,83
2023-09-06 10:03:06,578,26,83
2023-09-06 10:04:21,579,26,83
2023-09-06 10:05:37,580,26,83
2023-09-06 10:06:53,581,26,83
2023-09-06 10:08:09,582,26,83
2023-09-06 10:09:24,583,26,83
2023-09-06 10:10:40,584,26,83
2023-09-06 10:11:56,585,26,83
2023-09-06 10:13:13,586,26,83
2023-09-06 10:14:32,587,26,83
2023-09-06 10:15:52,588,26,83
2023-09-06 10:17:09,589,26,83
2023-09-06 10:18:28,590,26,83
2023-09-06 10:19:43,591,26,83
2023-09-06 10:20:59,592,26,83
2023-09-06 10:22:16,593,26,83
2023-09-06 10:19:44,594,26,83
2023-09-06 10:21:00,595,26,83
2023-09-06 10:22:17,596,26,83
2023-09-06 10:23:17,597,26,83
2023-09-06 10:24:17,598,26,83
2023-09-06 10:25:17,599,26,84
2023-09-06 10:26:17,600,26,84
2023-09-07 07:44:22,601,24,79
2023-09-07 07:45:30,602,24,79
2023-09-07 07:46:48,603,24,79
2023-09-07 07:49:37,604,24,79
2023-09-07 07:51:04,605,24,79
2023-09-07 07:52:32,606,25,80
2023-09-07 07:53:51,607,25,80
2023-09-07 07:55:09,608,25,80
2023-09-07 07:56:39,609,25,80
2023-09-07 07:58:10,610,25,80
2023-09-07 07:59:30,611,25,80
2023-09-07 08:00:50,612,25,80
2023-09-07 08:02:08,613,25,80
2023-09-07 08:03:27,614,25,80
2023-09-07 08:04:48,615,25,80
2023-09-07 08:06:10,616,25,80
2023-09-07 08:07:29,617,25,80
2023-09-07 08:08:46,618,25,80
2023-09-07 08:10:02,619,25,80
2023-09-07 08:11:18,620,25,80
2023-09-07 08:12:34,621,25,80
2023-09-07 08:13:50,622,25,80
2023-09-07 08:15:09,623,25,80
2023-09-07 08:16:25,624,25,80
2023-09-07 08:17:41,625,25,80
2023-09-07 08:19:14,626,25,80
2023-09-07 08:22:10,627,25,80
2023-09-07 08:23:19,628,25,80
2023-09-07 08:24:50,629,26,80
2023-09-07 08:26:08,630,26,80
2023-09-07 08:27:29,631,26,80
2023-09-07 08:28:45,632,26,80
2023-09-07 08:30:02,633,26,80
2023-09-07 08:31:19,634,25,80
2023-09-07 08:32:38,635,26,81
2023-09-07 08:34:03,636,26,81
2023-09-07 08:35:29,637,26,81
2023-09-07 08:37:02,638,26,81
2023-09-07 08:38:32,639,26,81
2023-09-07 08:39:52,640,26,81
2023-09-07 08:41:12,641,26,81
2023-09-07 08:43:54,642,26,81
2023-09-07 08:45:13,643,26,82
2023-09-07 08:46:32,644,26,81
2023-09-07 08:49:14,645,26,81
2023-09-07 08:50:31,646,26,81
2023-09-07 08:51:50,647,26,82
2023-09-07 08:53:07,648,26,82
2023-09-07 08:54:26,649,26,82
2023-09-07 08:55:45,650,26,82
2023-09-07 09:00:22,651,26,82
2023-09-07 09:01:54,652,26,82
2023-09-07 09:03:14,653,26,82
2023-09-07 09:04:31,654,26,82
2023-09-07 09:05:54,655,26,82
2023-09-07 09:07:11,656,26,82
2023-09-07 09:10:04,657,26,82
2023-09-07 09:11:22,658,26,82
2023-09-07 09:13:50,659,26,82
2023-09-07 09:15:05,660,26,82
2023-09-07 09:16:20,661,26,82
2023-09-07 09:17:36,662,26,82
2023-09-07 09:18:51,663,26,82
2023-09-07 09:20:07,664,26,82
2023-09-07 09:21:23,665,26,82
2023-09-07 09:22:39,666,26,82
2023-09-07 09:23:55,667,26,82
2023-09-07 09:25:11,668,26,83
2023-09-07 09:26:26,669,27,83
2023-09-07 09:27:43,670,27,83
2023-09-07 09:28:58,671,27,83
2023-09-07 09:30:14,672,24,83
2023-09-07 09:31:31,673,25,83
2023-09-07 09:32:46,674,25,83
2023-09-07 09:34:02,675,25,83
2023-09-07 09:35:17,676,25,83
2023-09-07 09:36:33,677,25,83
2023-09-07 09:37:48,678,25,83
2023-09-07 09:39:05,679,25,83
2023-09-07 09:40:20,680,25,83
2023-09-07 09:41:36,681,25,83
2023-09-07 09:42:52,682,25,83
2023-09-07 09:44:08,683,25,83
2023-09-07 09:45:24,684,25,83
2023-09-07 09:46:39,685,25,83
2023-09-07 09:47:56,686,25,83
2023-09-07 09:49:13,687,25,83
2023-09-07 09:50:29,688,25,83
2023-09-07 09:51:44,689,25,83
2023-09-07 09:53:00,690,25,83
2023-09-07 09:54:15,691,25,83
2023-09-07 09:55:32,692,25,83
2023-09-07 09:56:48,693,25,83
2023-09-07 09:58:04,694,25,83
2023-09-07 09:59:19,695,25,83
2023-09-07 10:00:35,696,25,83
2023-09-07 10:01:50,697,25,83
2023-09-07 10:03:06,698,26,83
2023-09-07 10:04:21,699,26,83
2023-09-07 10:05:37,700,26,83
2023-09-07 10:06:53,701,26,83
2023-09-07 10:08:09,702,26,83
2023-09-07 10:09:24,703,26,83
2023-09-07 10:10:40,704,26,83
2023-09-07 10:11:56,705,26,83
2023-09-07 10:13:13,706,26,83
2023-09-07 10:14:32,707,26,83
2023-09-07 10:15:52,708,26,83
2023-09-07 10:17:09,709,26,83
2023-09-07 10:18:28,710,26,83
2023-09-07 10:19:43,711,26,83
2023-09-07 10:20:59,712,26,83
2023-09-07 10:22:16,713,26,83
2023-09-07 10:19:44,714,26,83
2023-09-07 10:21:00,715,26,83
2023-09-07 10:22:17,716,26,83
2023-09-07 10:23:17,717,26,83
2023-09-07 10:24:17,718,26,83
2023-09-07 10:25:17,719,26,84
2023-09-07 10:26:17,720,26,84
2023-09-08 07:44:22,721,24,79
2023-09-08 07:45:30,722,24,79
2023-09-08 07:46:48,723,24,79
2023-09-08 07:49:37,724,24,79
2023-09-08 07:51:04,725,24,79
2023-09-08 07:52:32,726,25,80
2023-09-08 07:53:51,727,25,80
2023-09-08 07:55:09,728,25,80
2023-09-08 07:56:39,729,25,80
2023-09-08 07:58:10,730,25,80
2023-09-08 07:59:30,731,25,80
2023-09-08 08:00:50,732,25,80
2023-09-08 08:02:08,733,25,80
2023-09-08 08:03:27,734,25,80
2023-09-08 08:04:48,735,25,80
